id,case_number,date,primary_type,description,district,year,latitude,longitude
12539234,JE442474,2021-11-10T18:20:00.000,ASSAULT,SIMPLE,020,2021,41.978823809,-87.659936381
12545602,JE450183,2021-11-10T18:15:00.000,CRIMINAL DAMAGE,TO VEHICLE,022,2021,41.702017902,-87.682756957
12537650,JE441080,2021-11-10T18:15:00.000,CRIMINAL TRESPASS,TO VEHICLE,018,2021,41.908430535,-87.638509526
12537541,JE440964,2021-11-10T18:10:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,022,2021,41.725877596,-87.643330051
12539227,JE442362,2021-11-10T18:10:00.000,THEFT,RETAIL THEFT,018,2021,41.896565217,-87.636368223
12537443,JE440940,2021-11-10T18:06:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,006,2021,41.754946068,-87.65870476
12537849,JE441419,2021-11-10T18:05:00.000,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,010,2021,41.858452037,-87.706656897
12540971,JE440984,2021-11-10T18:04:00.000,CRIMINAL DAMAGE,TO PROPERTY,006,2021,41.748828946,-87.603898816
12537381,JE440935,2021-11-10T18:04:00.000,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,008,2021,41.769565953,-87.689487116
12537899,JE441167,2021-11-10T18:00:00.000,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,004,2021,41.753035061,-87.566257361
12537812,JE441320,2021-11-10T18:00:00.000,THEFT,$500 AND UNDER,005,2021,41.680584991,-87.652958605
12537544,JE441038,2021-11-10T18:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,022,2021,41.693110849,-87.655400607
12537862,JE441402,2021-11-10T18:00:00.000,THEFT,$500 AND UNDER,012,2021,41.884600448,-87.666897965
12537912,JE441408,2021-11-10T18:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,007,2021,41.786353153,-87.651034795
12537433,JE440921,2021-11-10T18:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,009,2021,41.852835409,-87.633168974
12537932,JE441514,2021-11-10T18:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,014,2021,41.902789758,-87.710998938
12537430,JE440982,2021-11-10T18:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,001,2021,41.881519476,-87.626194599
12537806,JE441296,2021-11-10T18:00:00.000,THEFT,OVER $500,003,2021,41.767916319,-87.582297063
12537921,JE441516,2021-11-10T18:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,024,2021,42.01593908,-87.673182664
12538148,JE441063,2021-11-10T18:00:00.000,THEFT,$500 AND UNDER,018,2021,41.921593821,-87.667086373
12537392,JE440928,2021-11-10T18:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,022,2021,41.730427107,-87.656151422
12547659,JE440918,2021-11-10T18:00:00.000,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,011,2021,41.880905097,-87.712136717
12549496,JE447000,2021-11-10T17:55:00.000,OTHER OFFENSE,TELEPHONE THREAT,002,2021,41.80062644,-87.590467932
12541549,JE440897,2021-11-10T17:51:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,010,2021,41.858229901,-87.712748993
12537517,JE440975,2021-11-10T17:48:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,010,2021,41.846003652,-87.730157213
12537376,JE440943,2021-11-10T17:45:00.000,THEFT,$500 AND UNDER,019,2021,41.939920816,-87.653230044
12539111,JE442922,2021-11-10T17:45:00.000,CRIMINAL DAMAGE,TO VEHICLE,010,2021,41.851887022,-87.696542744
12537521,JE440899,2021-11-10T17:42:00.000,CRIMINAL DAMAGE,TO VEHICLE,019,2021,41.963385047,-87.671280337
12537523,JE440873,2021-11-10T17:39:00.000,BATTERY,AGGRAVATED - HANDGUN,010,2021,41.851031117,-87.710106132
12537301,JE440895,2021-11-10T17:35:00.000,ASSAULT,SIMPLE,006,2021,41.746676542,-87.625701137
12537341,JE440862,2021-11-10T17:34:00.000,ASSAULT,SIMPLE,018,2021,41.899584211,-87.641870914
12538007,JE441498,2021-11-10T17:30:00.000,CRIMINAL DAMAGE,TO VEHICLE,024,2021,42.01593908,-87.673182664
12537587,JE440944,2021-11-10T17:30:00.000,ROBBERY,ARMED - HANDGUN,005,2021,41.67151095,-87.627271665
12537395,JE440914,2021-11-10T17:30:00.000,ASSAULT,AGGRAVATED - HANDGUN,022,2021,41.721303358,-87.655873595
12537508,JE440907,2021-11-10T17:30:00.000,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,008,2021,41.774661701,-87.781143015
12537389,JE440869,2021-11-10T17:28:00.000,ROBBERY,ARMED - HANDGUN,008,2021,41.782194088,-87.694695559
12538335,JE441976,2021-11-10T17:20:00.000,CRIMINAL DAMAGE,TO VEHICLE,008,2021,41.765783671,-87.684495777
12537530,JE440853,2021-11-10T17:16:00.000,THEFT,OVER $500,001,2021,41.878113603,-87.634218691
12537387,JE440854,2021-11-10T17:16:00.000,ASSAULT,AGGRAVATED - HANDGUN,008,2021,41.808613105,-87.74073817
12537783,JE441265,2021-11-10T17:15:00.000,THEFT,OVER $500,016,2021,41.951408134,-87.760897334
12537307,JE440871,2021-11-10T17:15:00.000,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,007,2021,41.774409814,-87.635470685
12537453,JE440893,2021-11-10T17:10:00.000,THEFT,RETAIL THEFT,017,2021,41.945238279,-87.712670479
12537289,JE440890,2021-11-10T17:10:00.000,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,011,2021,41.873907046,-87.725430093
12537279,JE440835,2021-11-10T17:09:00.000,THEFT,POCKET-PICKING,019,2021,41.928353487,-87.642126242
12537303,JE440845,2021-11-10T17:08:00.000,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,002,2021,41.804115406,-87.603033659
12537334,JE440832,2021-11-10T17:07:00.000,THEFT,RETAIL THEFT,019,2021,41.94933263,-87.64847244
12537335,JE440848,2021-11-10T17:05:00.000,ASSAULT,SIMPLE,019,2021,41.931549654,-87.641985159
12537309,JE440900,2021-11-10T17:05:00.000,ASSAULT,SIMPLE,018,2021,41.888267493,-87.627075047
12537996,JE441502,2021-11-10T17:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,014,2021,41.905699763,-87.666230402
12537981,JE441389,2021-11-10T17:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,017,2021,41.968435111,-87.710139774
12546043,JE451258,2021-11-10T17:00:00.000,BURGLARY,UNLAWFUL ENTRY,020,2021,41.981818758,-87.658709497
12537402,JE440870,2021-11-10T17:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,003,2021,41.76805473,-87.5691613
12538233,JE441991,2021-11-10T17:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,004,2021,41.731229851,-87.542923336
12538232,JE441868,2021-11-10T17:00:00.000,BURGLARY,FORCIBLE ENTRY,020,2021,41.97677828,-87.661153164
12537382,JE440954,2021-11-10T17:00:00.000,OTHER OFFENSE,HARASSMENT BY TELEPHONE,008,2021,41.776547155,-87.688456757
12538169,JE441799,2021-11-10T17:00:00.000,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,014,2021,41.905735457,-87.666233704
12549561,JE455562,2021-11-10T17:00:00.000,THEFT,OVER $500,014,2021,41.907663514,-87.68714988
12537540,JE440898,2021-11-10T17:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,022,2021,41.684960165,-87.651224806
12538368,JE442132,2021-11-10T17:00:00.000,THEFT,$500 AND UNDER,002,2021,41.809648146,-87.596203254
12537881,JE441414,2021-11-10T17:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,025,2021,41.908551279,-87.724047157
12538372,JE442045,2021-11-10T17:00:00.000,THEFT,$500 AND UNDER,020,2021,41.971575365,-87.677777968
12537336,JE440913,2021-11-10T17:00:00.000,THEFT,POCKET-PICKING,014,2021,41.910697387,-87.662996819
12539990,JE444186,2021-11-10T16:56:00.000,THEFT,FROM BUILDING,001,2021,41.886169843,-87.620686081
12537596,JE441050,2021-11-10T16:50:00.000,ASSAULT,AGGRAVATED - HANDGUN,005,2021,41.67352515,-87.618369717
12537340,JE440821,2021-11-10T16:50:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,018,2021,41.903931582,-87.629308553
12538124,JE440822,2021-11-10T16:48:00.000,ROBBERY,ARMED - HANDGUN,024,2021,41.998172401,-87.662156803
12543785,JE448212,2021-11-10T16:45:00.000,THEFT,OVER $500,015,2021,41.885651108,-87.754382258
12537753,JE441266,2021-11-10T16:44:00.000,OTHER OFFENSE,TELEPHONE THREAT,025,2021,41.909759354,-87.800307373
12537734,JE440802,2021-11-10T16:37:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,005,2021,41.659014275,-87.615042742
12537359,JE440828,2021-11-10T16:35:00.000,ASSAULT,AGGRAVATED - HANDGUN,004,2021,41.720080027,-87.566869192
12537278,JE440831,2021-11-10T16:35:00.000,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,011,2021,41.873907046,-87.725430093
12538600,JE441560,2021-11-10T16:30:00.000,BATTERY,SIMPLE,016,2021,41.998273669,-87.889893442
12537374,JE440896,2021-11-10T16:30:00.000,CRIMINAL DAMAGE,TO PROPERTY,012,2021,41.899398075,-87.685723533
12537431,JE440905,2021-11-10T16:30:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,024,2021,42.021148015,-87.669934375
12540942,JE444706,2021-11-10T16:30:00.000,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,020,2021,41.974329563,-87.670438855
12537293,JE440839,2021-11-10T16:30:00.000,THEFT,RETAIL THEFT,009,2021,41.809803372,-87.64556634
12537959,JE441538,2021-11-10T16:30:00.000,CRIMINAL DAMAGE,TO VEHICLE,019,2021,41.968530056,-87.698916131
12537503,JE441005,2021-11-10T16:30:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,006,2021,41.745083371,-87.601372483
12549959,JE455945,2021-11-10T16:28:00.000,SEX OFFENSE,OTHER,025,2021,41.909453101,-87.7595383
12537519,JE440846,2021-11-10T16:20:00.000,THEFT,OVER $500,002,2021,41.800175766,-87.589101486
12537365,JE440767,2021-11-10T16:20:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,010,2021,41.856803913,-87.708383562
12537314,JE440776,2021-11-10T16:20:00.000,CRIMINAL DAMAGE,TO PROPERTY,002,2021,41.806924036,-87.621150548
12537355,JE440797,2021-11-10T16:20:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,004,2021,41.74590229,-87.54792855
12537263,JE440800,2021-11-10T16:20:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,012,2021,41.858170615,-87.636388833
12537337,JE440852,2021-11-10T16:15:00.000,CRIMINAL TRESPASS,TO STATE SUP LAND,007,2021,41.764303087,-87.649245116
12537328,JE440779,2021-11-10T16:15:00.000,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,007,2021,41.76438584,-87.641524732
12552650,JE459326,2021-11-10T16:10:00.000,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,018,2021,,
12538263,JE440919,2021-11-10T16:08:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,016,2021,41.946296167,-87.802113098
12537345,JE440798,2021-11-10T16:08:00.000,THEFT,$500 AND UNDER,025,2021,41.905147055,-87.726379155
12540075,JE443558,2021-11-10T16:05:00.000,OTHER OFFENSE,TELEPHONE THREAT,014,2021,41.906591907,-87.695249977
12537362,JE440766,2021-11-10T16:03:00.000,THEFT,RETAIL THEFT,004,2021,41.722362598,-87.58382047
12537400,JE440884,2021-11-10T16:03:00.000,OTHER OFFENSE,TELEPHONE THREAT,003,2021,41.769712828,-87.584666196
12540937,JE444623,2021-11-10T16:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,024,2021,42.014987595,-87.666664466
12551250,JE457789,2021-11-10T16:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,008,2021,,
12537342,JE440844,2021-11-10T16:00:00.000,BATTERY,SIMPLE,025,2021,41.906593213,-87.758362638
12537287,JE440843,2021-11-10T16:00:00.000,CRIMINAL TRESPASS,TO LAND,016,2021,42.014104617,-87.812706353
12537424,JE440756,2021-11-10T16:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,011,2021,41.881865472,-87.707063458
12537407,JE440849,2021-11-10T16:00:00.000,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,003,2021,41.773892091,-87.58630763
12539365,JE440760,2021-11-10T16:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,015,2021,41.893815071,-87.773723397
12548027,JE453751,2021-11-10T16:00:00.000,DECEPTIVE PRACTICE,FORGERY,020,2021,41.987819537,-87.655317304
12541812,JE446287,2021-11-10T16:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,018,2021,41.892458212,-87.628905681
12538210,JE441944,2021-11-10T16:00:00.000,THEFT,OVER $500,020,2021,41.974226891,-87.696414062
12538062,JE441720,2021-11-10T16:00:00.000,OTHER OFFENSE,TELEPHONE THREAT,014,2021,41.903318608,-87.669215967
12537281,JE440778,2021-11-10T16:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,008,2021,41.780610645,-87.684899958
12537531,JE440775,2021-11-10T16:00:00.000,ASSAULT,AGGRAVATED - HANDGUN,004,2021,41.753018597,-87.566257557
12537450,JE440902,2021-11-10T16:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,012,2021,41.89067684,-87.685716143
12538122,JE441816,2021-11-10T16:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,009,2021,41.80051921,-87.653822239
12546597,JE451714,2021-11-10T16:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,001,2021,41.851076207,-87.626427233
12537606,JE441007,2021-11-10T16:00:00.000,THEFT,$500 AND UNDER,025,2021,41.917662775,-87.727800084
12537270,JE440762,2021-11-10T15:59:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,015,2021,41.886275336,-87.765078145
12537685,JE440782,2021-11-10T15:59:00.000,ASSAULT,SIMPLE,006,2021,41.736604706,-87.608060119
12537261,JE440739,2021-11-10T15:52:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,017,2021,41.965240188,-87.718157311
12537311,JE440783,2021-11-10T15:50:00.000,BATTERY,SIMPLE,025,2021,41.930519877,-87.719604555
12537267,JE440746,2021-11-10T15:40:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,004,2021,41.751045556,-87.56258335
12537428,JE440749,2021-11-10T15:40:00.000,ASSAULT,SIMPLE,006,2021,41.74811497,-87.660956696
12537377,JE440908,2021-11-10T15:40:00.000,ASSAULT,SIMPLE,012,2021,41.867797476,-87.658448428
12541474,JE445851,2021-11-10T15:40:00.000,BATTERY,SIMPLE,014,2021,41.90351448,-87.667498444
12537352,JE440725,2021-11-10T15:32:00.000,ASSAULT,SIMPLE,014,2021,41.918572839,-87.690262191
12537410,JE440791,2021-11-10T15:30:00.000,BATTERY,SIMPLE,012,2021,41.871332577,-87.666521781
12537516,JE441030,2021-11-10T15:30:00.000,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,008,2021,41.771524989,-87.682113746
12547793,JE453396,2021-11-10T15:30:00.000,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,017,2021,41.952230525,-87.740181746
12537378,JE440971,2021-11-10T15:30:00.000,THEFT,$500 AND UNDER,015,2021,41.876701468,-87.751540206
12540069,JE443629,2021-11-10T15:30:00.000,CRIMINAL DAMAGE,TO VEHICLE,003,2021,41.783316167,-87.593120705
12538422,JE440827,2021-11-10T15:30:00.000,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,006,2021,41.744411968,-87.648716106
12537404,JE440750,2021-11-10T15:30:00.000,BURGLARY,ATTEMPT FORCIBLE ENTRY,016,2021,41.954837272,-87.836688466
12547313,JE452259,2021-11-10T15:30:00.000,OTHER OFFENSE,TELEPHONE THREAT,014,2021,41.903318608,-87.669215967
12537789,JE441299,2021-11-10T15:30:00.000,THEFT,$500 AND UNDER,019,2021,41.93728226,-87.663736556
12537299,JE440718,2021-11-10T15:30:00.000,ROBBERY,ARMED - HANDGUN,006,2021,41.723510411,-87.631288939
12537264,JE440730,2021-11-10T15:22:00.000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,004,2021,41.696618176,-87.540081115
12548671,JE454355,2021-11-10T15:21:00.000,THEFT,$500 AND UNDER,008,2021,41.766948156,-87.713996053
12537398,JE440713,2021-11-10T15:20:00.000,ROBBERY,VEHICULAR HIJACKING,003,2021,41.773686107,-87.623948927
12537275,JE440705,2021-11-10T15:18:00.000,CRIMINAL TRESPASS,TO LAND,005,2021,41.685389985,-87.61633832
12537375,JE440858,2021-11-10T15:15:00.000,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,010,2021,41.848626311,-87.675511281
12537192,JE440706,2021-11-10T15:11:00.000,NARCOTICS,POSSESS - HEROIN (WHITE),006,2021,41.75199979,-87.614974513
12537417,JE440693,2021-11-10T15:10:00.000,ROBBERY,ARMED - HANDGUN,003,2021,41.770486848,-87.621825004
12537396,JE440794,2021-11-10T15:08:00.000,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,022,2021,41.687559702,-87.706769495
12537238,JE440735,2021-11-10T15:00:00.000,BATTERY,SIMPLE,003,2021,41.766266256,-87.573419937
12537601,JE441067,2021-11-10T15:00:00.000,OTHER OFFENSE,TELEPHONE THREAT,009,2021,41.799858817,-87.675680212
12537257,JE440685,2021-11-10T14:54:00.000,BATTERY,SIMPLE,020,2021,41.986334237,-87.665970388
12544681,JE448849,2021-11-10T14:30:00.000,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,019,2021,41.928953995,-87.656789919
12537265,JE440702,2021-11-10T14:26:00.000,ASSAULT,AGGRAVATED - HANDGUN,011,2021,41.895549905,-87.706859996
12537232,JE440724,2021-11-10T14:25:00.000,THEFT,$500 AND UNDER,009,2021,41.854037084,-87.634469941
12537146,JE440618,2021-11-10T14:15:00.000,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,003,2021,41.783353346,-87.618932853
12539100,JE442933,2021-11-10T14:12:00.000,ASSAULT,SIMPLE,004,2021,41.721691511,-87.578982056
12537313,JE440675,2021-11-10T14:08:00.000,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,003,2021,41.785332016,-87.586574512
12537282,JE440801,2021-11-10T14:00:00.000,THEFT,$500 AND UNDER,011,2021,41.88536101,-87.736841832
12537451,JE440586,2021-11-10T14:00:00.000,THEFT,$500 AND UNDER,012,2021,41.854786946,-87.651475194
12537266,JE440817,2021-11-10T14:00:00.000,THEFT,OVER $500,006,2021,41.751594515,-87.661854897
12537425,JE440616,2021-11-10T14:00:00.000,OTHER OFFENSE,TELEPHONE THREAT,007,2021,41.760429911,-87.659296075
12537370,JE440949,2021-11-10T14:00:00.000,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,012,2021,41.857773474,-87.667510615
12540566,JE444808,2021-11-10T14:00:00.000,BURGLARY,FORCIBLE ENTRY,025,2021,41.909878203,-87.726914799
12537167,JE440689,2021-11-10T14:00:00.000,THEFT,OVER $500,024,2021,42.018477959,-87.673748891
12537922,JE441492,2021-11-10T14:00:00.000,THEFT,RETAIL THEFT,018,2021,41.891970751,-87.624165822
12541917,JE445760,2021-11-10T14:00:00.000,THEFT,$500 AND UNDER,012,2021,41.897471503,-87.672218694
12537215,JE440679,2021-11-10T13:54:00.000,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,014,2021,41.912843901,-87.706826846
12537135,JE440596,2021-11-10T13:50:00.000,THEFT,RETAIL THEFT,019,2021,41.939923405,-87.668667203
12537305,JE440698,2021-11-10T13:50:00.000,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",014,2021,41.915999155,-87.674360593
12537429,JE440652,2021-11-10T13:50:00.000,THEFT,POCKET-PICKING,003,2021,41.76587359,-87.576294705
12538242,JE441820,2021-11-10T13:49:00.000,BATTERY,SIMPLE,003,2021,41.766102387,-87.573539169
12537243,JE440777,2021-11-10T13:48:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,010,2021,41.846572374,-87.686407047
12537200,JE440620,2021-11-10T13:45:00.000,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",006,2021,41.742966492,-87.608571147
12545597,JE450006,2021-11-10T13:45:00.000,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,018,2021,41.896133693,-87.625489799
12537207,JE440653,2021-11-10T13:45:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,001,2021,41.852248185,-87.623786256
12537208,JE440610,2021-11-10T13:44:00.000,CRIMINAL DAMAGE,TO VEHICLE,005,2021,41.707361023,-87.610633851
12537229,JE440638,2021-11-10T13:42:00.000,THEFT,RETAIL THEFT,002,2021,41.800455673,-87.587407515
12537156,JE440598,2021-11-10T13:35:00.000,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,014,2021,41.925072551,-87.700886541
12537159,JE440587,2021-11-10T13:28:00.000,THEFT,RETAIL THEFT,017,2021,41.945238279,-87.712670479
12537838,JE440603,2021-11-10T13:20:00.000,BATTERY,SIMPLE,018,2021,41.903864889,-87.633662323
12538041,JE441665,2021-11-10T13:20:00.000,ASSAULT,SIMPLE,001,2021,41.873968788,-87.625987769
12539581,JE443584,2021-11-10T13:15:00.000,BATTERY,SIMPLE,018,2021,41.904449028,-87.634500846
12543432,JE440958,2021-11-10T13:15:00.000,ROBBERY,STRONG ARM - NO WEAPON,012,2021,41.879115671,-87.653485938
12537076,JE440519,2021-11-10T13:12:00.000,CRIMINAL DAMAGE,TO PROPERTY,005,2021,41.687052611,-87.622452179
12541677,JE446145,2021-11-10T13:11:00.000,THEFT,FROM BUILDING,009,2021,41.807824645,-87.669810705
12539254,JE442392,2021-11-10T13:00:00.000,THEFT,OVER $500,014,2021,41.909380985,-87.666438218
12540072,JE443642,2021-11-10T13:00:00.000,OTHER OFFENSE,HARASSMENT BY TELEPHONE,004,2021,,
12537770,JE441084,2021-11-10T13:00:00.000,THEFT,OVER $500,001,2021,41.843879386,-87.620432585
12539309,JE443234,2021-11-10T13:00:00.000,ASSAULT,SIMPLE,006,2021,41.752035487,-87.614977779
12537283,JE440842,2021-11-10T13:00:00.000,THEFT,RETAIL THEFT,008,2021,41.754592961,-87.741528537
12541955,JE445568,2021-11-10T13:00:00.000,THEFT,FROM BUILDING,005,2021,41.701140571,-87.616038873
12537133,JE440565,2021-11-10T13:00:00.000,THEFT,OVER $500,015,2021,41.899812391,-87.765571571
12537298,JE440872,2021-11-10T13:00:00.000,THEFT,OVER $500,004,2021,41.728154853,-87.558841925
12537141,JE440623,2021-11-10T13:00:00.000,BURGLARY,UNLAWFUL ENTRY,012,2021,41.877161446,-87.676536946
12537078,JE440532,2021-11-10T12:59:00.000,NARCOTICS,POSSESS - BARBITURATES,010,2021,41.863675492,-87.722659849
12537725,JE440552,2021-11-10T12:57:00.000,THEFT,$500 AND UNDER,024,2021,42.003500432,-87.673311264
12537535,JE440527,2021-11-10T12:50:00.000,THEFT,$500 AND UNDER,024,2021,42.000543176,-87.660715471
12537833,JE440535,2021-11-10T12:47:00.000,ROBBERY,ARMED - HANDGUN,012,2021,41.896358373,-87.686859824
12537327,JE440537,2021-11-10T12:45:00.000,THEFT,OVER $500,004,2021,41.751613643,-87.575373855
12537233,JE440699,2021-11-10T12:45:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,004,2021,41.722427751,-87.578680397
12537321,JE440806,2021-11-10T12:43:00.000,THEFT,$500 AND UNDER,001,2021,41.876381467,-87.633683117
12537895,JE441443,2021-11-10T12:38:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,004,2021,41.736656017,-87.563638425
12537189,JE440608,2021-11-10T12:31:00.000,DECEPTIVE PRACTICE,STOLEN PROPERTY BUY / RECEIVE / POSSESS,001,2021,41.882249994,-87.629410745
12538977,JE442804,2021-11-10T12:30:00.000,THEFT,$500 AND UNDER,011,2021,41.877364077,-87.701900603
12542358,JE440501,2021-11-10T12:30:00.000,THEFT,OVER $500,004,2021,41.72147769,-87.577764765
12537272,JE440473,2021-11-10T12:21:00.000,BATTERY,SIMPLE,024,2021,41.997400551,-87.708702095
12537253,JE440488,2021-11-10T12:20:00.000,THEFT,RETAIL THEFT,020,2021,41.976814727,-87.659880317
12537132,JE440464,2021-11-10T12:07:00.000,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,004,2021,41.751407191,-87.593806252
12537058,JE440530,2021-11-10T12:01:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,006,2021,41.746010581,-87.643906039
12537102,JE440461,2021-11-10T12:00:00.000,BATTERY,SIMPLE,022,2021,41.729756954,-87.65559428
12537796,JE441327,2021-11-10T12:00:00.000,THEFT,OVER $500,009,2021,41.826900835,-87.661908761
12539453,JE443265,2021-11-10T12:00:00.000,OTHER OFFENSE,HARASSMENT BY TELEPHONE,003,2021,41.763260479,-87.605513109
12537956,JE441532,2021-11-10T12:00:00.000,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,008,2021,41.780541301,-87.774038398
12540136,JE444154,2021-11-10T12:00:00.000,BURGLARY,UNLAWFUL ENTRY,015,2021,41.895924869,-87.749367654
12537781,JE441292,2021-11-10T12:00:00.000,THEFT,$500 AND UNDER,012,2021,41.89388323,-87.651768378
12539223,JE443034,2021-11-10T12:00:00.000,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,008,2021,41.778293095,-87.701898173
12552653,JE459391,2021-11-10T12:00:00.000,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,025,2021,,
12537351,JE440892,2021-11-10T12:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,007,2021,41.766362642,-87.648086903
12537100,JE440454,2021-11-10T12:00:00.000,THEFT,RETAIL THEFT,006,2021,41.732214483,-87.625328663
12538838,JE440483,2021-11-10T12:00:00.000,ASSAULT,SIMPLE,009,2021,41.839242853,-87.646308084
12541922,JE445692,2021-11-10T12:00:00.000,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,016,2021,,
12537103,JE440583,2021-11-10T11:53:00.000,ASSAULT,SIMPLE,008,2021,41.803201891,-87.72198373
12545440,JE450619,2021-11-10T11:50:00.000,THEFT,$500 AND UNDER,001,2021,41.885874461,-87.625283558
12537322,JE440494,2021-11-10T11:50:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,011,2021,41.88360511,-87.70752754
12537123,JE440474,2021-11-10T11:48:00.000,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,007,2021,41.786667313,-87.670952932
12537087,JE440562,2021-11-10T11:46:00.000,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,008,2021,41.772554653,-87.706386594
12537097,JE440504,2021-11-10T11:45:00.000,THEFT,OVER $500,008,2021,41.793997032,-87.735441734
12537698,JE440470,2021-11-10T11:35:00.000,ASSAULT,AGGRAVATED - HANDGUN,025,2021,41.909882217,-87.726635552
12539987,JE444208,2021-11-10T11:30:00.000,ASSAULT,SIMPLE,006,2021,41.754168689,-87.601635756
12537035,JE440441,2021-11-10T11:30:00.000,ASSAULT,SIMPLE,003,2021,41.76559446,-87.621050648
12551057,JE457493,2021-11-10T11:24:00.000,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,024,2021,,
12537000,JE440437,2021-11-10T11:22:00.000,THEFT,OVER $500,001,2021,41.864493678,-87.639158
