systemstop,objectid,street,routesstpg,public_nam,point_x,point_y
14286,10240,CENTRAL STREET,"201,206",Central Street & Bennett,-87.71080073,42.06437655
4053,10241,ARMITAGE,73,Armitage & Humboldt,-87.70159713,41.91739149
12507,10242,ADDISON,152,Addison & Kostner,-87.73730274,41.94618879
7446,10243,31ST STREET,"35,82",31st Street & Springfield,-87.72194908,41.83683121
6318,10244,26TH STREET,60,26th Street & Sacramento,-87.700275,41.844536
6975,10245,CERMAK,"21,322",Cermak & Riverside Drive,-87.790826,41.850524
6918,10246,CERMAK,21,Cermak & Homan,-87.71024588,41.85163636
3364,10247,65TH STREET,165,65th Street & Mayfield,-87.76903069,41.77416899
3315,10248,63RD STREET,63W,63rd Street & Leamington,-87.75086666,41.77819176
15470,10249,47TH STREET,47,47th Street & Kilbourn,-87.73561174,41.80765773
10795,10250,71ST STREET,71,71st Street & Greenwood,-87.59844,41.765817
535,10251,CHICAGO,66,Chicago & St. Louis,-87.71398324,41.89540605
11929,10252,93RD STREET,"N5,95",93rd Street & Greenwood,-87.597507,41.725761
9375,10253,87TH STREET,87,87th Street & Central Park,-87.71177082,41.73493618
3374,10254,65TH STREET,165,65th Street & Lavergne,-87.74716381,41.77459196
368,10255,ROOSEVELT,12,Roosevelt & Kildare,-87.73235721,41.86612304
1166,10256,SHERIDAN 3900N,151,Sheridan & Broadway,-87.65005424,41.95279391
3235,10257,63RD STREET,63,63rd Street & Lowe,-87.64080704,41.7798779
3441,10258,63RD STREET,"N4,63",63rd Street & Langley,-87.60845469,41.78028994
3489,10259,95TH STREET,95,95th Street & Hoyne,-87.67410221,41.72093645
4585,10260,55TH STREET,"55A,55N",55th Street & Lockwood,-87.75508,41.792788
12446,10261,119TH STREET,119,119th Street & Elizabeth,-87.65271415,41.67759318
10148,10262,69TH STREET,"67,94",69th Street & Oakley,-87.680888,41.768322
11720,10263,RIDGELAND,86,Ridgeland & Erie,-87.78487541,41.89178994
3659,10264,HALSTED,"8A,108",Halsted & 97th Street,-87.642985,41.717688
4142,10265,CALIFORNIA,94,California & 70th Street,-87.69300418,41.76628052
5957,10266,HALSTED,8,Halsted & Belden,-87.648632,41.923535
14730,10267,DODGE,"93,206",Dodge & Davis,-87.69894,42.04692
15927,10268,HARLEM,90,Harlem & Berwyn,-87.80692417,41.97702816
6169,10269,ASHLAND,9,Ashland & 73rd Street,-87.66357,41.761201
4522,10270,ARCHER,"62,62H",Archer & Long,-87.75741294,41.79658022
5138,10271,WALLACE,44,Wallace & 33rd Street,-87.64137463,41.83456981
7363,10272,EWING,"26,30",Ewing & 97th Street,-87.53514464,41.71945132
11916,10273,CALIFORNIA,"93,96",California & Estes,-87.699667,42.01017
12025,10274,WOODLAWN,"N5,95",Woodlawn & 94th Street,-87.5946669,41.72398415
2276,10275,STATE,29,State & 86th Street,-87.62400593,41.73807321
1140,10276,STOCKTON,"151,156",Stockton & Lincoln,-87.633235,41.91605182
5060,10277,RACINE,44,Racine & 68th Street,-87.654155,41.770465
1103,10278,MICHIGAN,"2,3,10,26,N66,143,146,147,148,151,157",Michigan & Hubbard (Wrigley Bldg.),-87.624244,41.889894
5034,10279,LAKE PARK,"2,6,28",Lake Park & 48th Street,-87.590567,41.80782
15883,10280,HIGGINS,88,Higgins & Melvina,-87.78327586,41.97486635
1041,10281,SHERIDAN,"92,136,146,147,151",Sheridan & Berwyn,-87.65512909,41.97801194
15036,10282,HIGGINS,88,Higgins & Nordica,-87.80210691,41.9799778
6105,10283,ASHLAND,9,Ashland & 70th Street,-87.66396848,41.76687364
11518,10284,CENTRAL,"85,85A",Central & Balmoral,-87.768485,41.979313
11657,10285,CALDWELL,85A,Caldwell & Mcalpin,-87.784504,42.007264
5164,10286,RACINE,44,Racine & 52nd Street,-87.655054,41.799693
12887,10287,PULASKI,53A,Pulaski & 106th Street,-87.720749,41.700477
2203,10288,KING DRIVE,3,3600 S King Drive,-87.61717657,41.82927065
11882,10289,CALIFORNIA,93,California & Thorndale,-87.699405,41.988648
2254,10290,KING DRIVE,3,King Drive & 85th Street,-87.61472742,41.74005672
1409,10291,CLARK,"22,36,73",Clark & Menomonee,-87.63404233,41.914893
10030,10292,KEDZIE,52A,Kedzie & 87th Street,-87.70222501,41.73556281
9449,10293,BUFFALO,87,Buffalo & 89th Street,-87.544433,41.73397
11550,10294,CENTRAL,85,Central & Armitage,-87.76587542,41.91677689
2978,8348,95TH STREET,"100,115",95th Street & Cottage Grove,-87.60505341,41.72214901
14980,8349,OGDEN serv.dr.,18,Ogden & California,-87.69606951,41.86138551
15540,8350,HOMAN,82,Kedzie-Homan Blue Line Station,-87.7106912,41.87404431
17395,8351,CLARK,22,Clark & Lawrence,-87.66742596,41.96910067
29,8352,JACKSON,126,Jackson & Spaulding,-87.70827664,41.87723116
10792,8353,71ST STREET,71,71st Street & Cottage Grove/S. Chicago,-87.60473,41.765748
3774,8354,MARINE DRIVE,"81,136,146",4646 N Marine Drive,-87.648792,41.966488
12035,8355,KEDZIE,11,6933 N Kedzie,-87.70913691,42.00735065
8175,8356,47TH STREET,"43,47",47th Red Line Station,-87.63167443,41.80902445
12955,8357,59TH STREET,59,59th Street & Keeler,-87.72797409,41.78582507
10177,8358,69TH STREET,67,69th Street & Perry,-87.62834226,41.76897399
901,8359,NORTH AVENUE,72,North Ave & Paulina,-87.67024497,41.91053566
12466,8360,ADDISON,152,Addison & Paris,-87.830403,41.944873
11007,8361,DIVERSEY,76,Diversey & Albany,-87.705077,41.931981
7688,8362,RHODES (east leg),35,Rhodes & 35th Street,-87.61328661,41.83153788
8368,8363,WESTERN,49,Western & 14th Street,-87.685856,41.862912
11755,8364,NARRAGANSETT,86,Narragansett & School,-87.78605,41.940066
5055,8365,RACINE,44,Racine & 73rd Street,-87.653918,41.761351
14127,8366,KEDZIE,52,Kedzie Orange Line Station,-87.70435671,41.8048682
5111,8367,26TH STREET,44,26th Street & Normal,-87.6401121,41.84533852
3411,8368,63RD STREET,63,63rd Street & Paulina,-87.666739,41.779331
307,8369,ROOSEVELT,12,900 W Roosevelt,-87.64940554,41.86700611
12711,8370,CHURCH,205,Church & Dodge,-87.69867364,42.04829746
861,8371,NORTH AVENUE,72,North Ave & Major,-87.76780492,41.90926125
12952,8372,59TH STREET,59,59th Street & Kilbourn,-87.7352998,41.7857562
10378,8373,73RD STREET,54B,73rd Street & Linder,-87.75927056,41.75984835
10453,8374,OLD ORCHARD RD,"54A,205",Old Orchard Rd & Edens Sb Entrance Ramp,-87.75785916,42.06241411
4653,8375,63RD STREET,63W,63rd Street & New England,-87.79371969,41.77741612
6970,8376,CERMAK,"21,322",7250 W Cermak,-87.80601209,41.85021921
6977,8377,CERMAK,"21,322",Cermak & Ridgeland,-87.78371594,41.85061692
8577,8378,LAWRENCE,81W,Lawrence & Delphia,-87.84180735,41.96638235
3450,8379,63RD STREET,63,63rd Street & Kenwood,-87.59319963,41.78046643
717,8380,GRAND,65,Grand & Washtenaw,-87.694255,41.893283
10144,8381,71ST STREET,"67,94",71st Street & Washtenaw,-87.690678,41.76453
14703,8382,GOLF ROAD,205,Golf Road & Lincolnwood,-87.71562539,42.05511292
3606,8383,OAKTON,97,Oakton & Crawford,-87.728301,42.026199
14677,8384,DEMPSTER,206,Dempster & Asbury,-87.6903279,42.04119673
5607,8385,IRVING PARK,80,Irving Park & Nordica,-87.80369581,41.95269734
751,8386,ILLINOIS lower,"29,65",Illinois (Lower) & Michigan,-87.62432598,41.89088105
17093,8387,119TH STREET,119,1916 W 119th Street,-87.66877633,41.67750041
2607,8388,79TH STREET,79,79th Street & Marquette Avenue,-87.55896165,41.75188949
10094,8389,69TH STREET,67,69th Street & Lowe,-87.64007154,41.76897043
7747,8390,PERSHING,39,Pershing & Langley,-87.60974642,41.82399075
11408,8391,MONTROSE,78,Montrose & Lockwood,-87.75975021,41.96063477
1527,8392,E HYDE PARK,"2,15",E Hyde Park & Dorchester,-87.59213888,41.80246856
3542,8393,OAKTON,97,Oakton & Kildare,-87.7352205,42.02628976
3575,8394,OLD ORCHARD RD,"54A,97,201,205",Old Orchard Mall - Bloomingdales,-87.75075462,42.060889
10370,8395,CICERO,54B,Cicero & State Road,-87.741484,41.75939572
7521,8396,31ST STREET,31,31st Street & Throop,-87.64863729,41.83808167
5252,8397,TORRENCE,100,Torrence & 102nd Street,-87.55975343,41.71010103
168,8398,FIFTH AVENUE,7,Fifth Avenue & Kildare,-87.73270091,41.87089987
7099,8399,TORRENCE,71,11100 S Torrence,-87.55959576,41.69406997
3850,8400,LARAMIE,57,Laramie & Van Buren,-87.754926,41.874925
5917,8401,ARCHER/HALSTED,8,Halsted Orange Line Station,-87.64773281,41.84688
5553,8402,MILWAUKEE,56,Milwaukee & Washtenaw,-87.69535369,41.92188457
9564,8403,AUSTIN,91,Austin & Belle Plaine,-87.776906,41.954943
7059,8404,S. SHORE DRIVE,"N5,6,26,71",S. Shore Drive & 78th Street,-87.55142133,41.7550598
1793,8405,CLARK,22,Clark & Rosemont,-87.670301,41.996201
1093,8406,LAKE SHORE,151,Lake Shore & Division,-87.625031,41.903822
7937,8407,BELMONT,77,Belmont & Western/Clybourn,-87.6884849,41.93954747
2621,8408,79TH STREET,79,79th Street & Stony Island,-87.58638328,41.75156476
15863,9358,CERMAK,"21,322",Cermak & Oak Park,-87.79299878,41.85046468
8144,9359,47TH STREET,47,47th Street & Spaulding,-87.70647548,41.80803223
3768,9360,LAWRENCE,81,Lawrence & Malden,-87.66313317,41.96890352
7459,9361,35TH STREET,35,35th Street & Rockwell,-87.690041,41.830123
6463,9362,WENTWORTH,24,Wentworth & Garfield,-87.63043716,41.79481319
6445,9363,WENTWORTH,24,Wentworth & 72nd Street,-87.629658,41.763487
6477,9364,LASALLE,24,LaSalle & Root,-87.629433,41.818995
17485,9365,CHERRY,132,Cherry & Division,-87.65426058,41.90382509
8518,9366,WESTERN,95,Western & 94th Street,-87.68202421,41.72267018
8565,9367,CUMBERLAND,81W,Cumberland & Berwyn,-87.836541,41.975598
2285,9368,STATE,"29,75",State & 78th Street,-87.624548,41.75262
11257,9369,KIMBALL,82,Kimball & Cortland,-87.711774,41.915431
4659,9370,NARRAGANSETT,55N,Narragansett & 62nd Street,-87.781256,41.779411
2508,9371,COTTAGE GROVE,4,Cottage Grove & 50th Street,-87.60634,41.803938
7019,9372,S. SHORE DRIVE,"N5,26,71",S. Shore Drive & 82nd Street,-87.54788435,41.74669721
11745,9373,NARRAGANSETT,86,Narragansett & Palmer,-87.78518346,41.91997167
2158,9374,KING DRIVE,3,King Drive & 44th Street,-87.61661867,41.81496273
2107,9375,KING DRIVE,3,King Drive & 93rd Street,-87.61406944,41.72565516
15237,9376,BURLEY,95,Burley & 92nd Street,-87.54554893,41.72848199
9082,9377,PULASKI,53,Pulaski & Fillmore,-87.72512768,41.86791822
879,9378,NORTH AVENUE,72,North Ave & Springfield,-87.72423712,41.90979921
12970,9379,59TH STREET,59,59th Street & Washtenaw,-87.69123131,41.78640457
718,9380,GRAND,65,Grand & Talman,-87.692892,41.892725
7741,9381,40TH STREET,39,40th Street & Ellis,-87.60366695,41.82193697
4224,9382,FULTON,94,Fulton & Francisco,-87.699004,41.886451
5619,9383,IRVING PARK,80,Irving Park & Marmora,-87.77444067,41.95298179
10924,9384,74TH STREET,75,74th Street & Eggleston,-87.63592114,41.75981468
11941,9385,93RD STREET,"N5,95",93rd Street & Paxton,-87.570678,41.726096
871,9386,NORTH AVENUE,72,North Ave & Kilpatrick,-87.74377559,41.90955069
3492,9387,95TH STREET,95,95th Street & Longwood,-87.66931154,41.72099458
12054,9388,LUNT,96,Lunt & Ravenswood,-87.67595209,42.00889144
6981,9389,CERMAK,"21,322",Cermak & Central,-87.76408686,41.85088144
2938,9390,115TH STREET,115,115th Street & Throop,-87.65435135,41.68483883
3577,9391,GOLF ROAD,"54A,97,205",Golf Road & Lamon,-87.74867833,42.05522333
959,9392,NORTH AVENUE,72,North Ave & Spaulding,-87.70985543,41.91018035
13037,9393,61ST STREET,"N4,59",61st Street & Eberhart,-87.61293704,41.78402191
16142,9394,NORTH AVENUE,"N9,72",North Ave & Orchard,-87.64571437,41.91102555
830,9395,GRAND,65,Grand & Major,-87.76816211,41.91925064
15493,9396,GOLF ROAD,205,Golf Road & Knox,-87.74308211,42.05533938
3465,9397,95TH STREET,"N9,95",95th Street & Racine,-87.652777,41.721435
11388,9398,MONTROSE,78,Montrose & Spaulding,-87.71058134,41.96121202
4709,9399,DOUGLAS BLVD,82,Douglas Blvd & St. Louis,-87.71275558,41.8629396
10905,9400,74TH STREET,75,74th Street & Wolcott,-87.67074668,41.75941789
12600,9401,ADDISON,152,Addison & Lockwood,-87.75925189,41.94605279
809,9402,GRAND,65,Grand & Lawndale,-87.719491,41.903498
1761,9403,DEVON,"36,151,155",Devon & Greenview,-87.66775182,41.99818662
5271,9404,100TH STREET,100,100th Street & Calhoun,-87.56243755,41.71361119
11421,9405,MONTROSE,78,Montrose & Neenah,-87.79026765,41.9602322
2082,9406,DIVISION,70,Division & Springfield,-87.72372217,41.90274073
11402,9407,MONTROSE,78,Montrose & Knox,-87.74508458,41.96079207
7760,9408,PERSHING,39,Pershing & Princeton,-87.63399333,41.82368314
10606,9409,GARFIELD,55,Garfield & Wolcott,-87.67195356,41.79401114
943,9410,NORTH AVENUE,72,North Ave & Wolcott,-87.67509099,41.91058066
633,9411,CHICAGO,66,Chicago & Washtenaw,-87.69415782,41.89574952
2042,9412,DIVISION,"37,70",Division & Sedgwick,-87.638208,41.903853
17767,9413,PULASKI,53,Pulaski & Sunnyside,-87.7277847,41.96296927
17785,9414,ARMITAGE,73,Armitage Station (Brown Line),-87.65257153,41.91803615
12892,9415,PULASKI,53A,Pulaski & 110th Street,-87.72025468,41.69298733
7053,9416,S. SHORE DRIVE,"6,26",S. Shore Drive & 72nd Street,-87.56223094,41.76562896
8404,9417,WESTERN,49,Western & Belden,-87.68746166,41.92328978
9989,9418,KEDZIE,52A,Kedzie & 88th Street,-87.702102,41.733498
10901,9419,74TH STREET,75,74th Street & Bishop,-87.66030683,41.75955475
12263,9420,106TH STREET,100,106th Street & Avenue H,-87.53277539,41.70279301
8281,10295,WESTERN,49,Western & 53rd Street,-87.68423384,41.79759785
2419,10296,STATE,29,State & 54th Street,-87.625838,41.79655404
3089,10297,KEDZIE,"52,52A",Kedzie & 54th Street,-87.7036717,41.79543405
11999,10298,BUFFALO,95,Buffalo & 92nd Street,-87.544337,41.72843447
1820,10299,CLARK,22,Clark & Byron,-87.66100865,41.95266248
2394,10300,STATE,29,State & 30th Street,-87.626837,41.83968
2561,10301,COTTAGE GROVE,"2,4",Cottage Grove & 58th Street,-87.60623817,41.78968132
4743,10302,PULASKI,53A,Pulaski & 111th Street,-87.72043976,41.69143674
7175,10303,LAKE PARK,"2,6,28",5000 S Lake Park,-87.588685,41.80441
17751,10304,CLARK,22,Clark & Orchard,-87.64645429,41.93463647
10179,10305,69TH STREET,"N5,30,67",69th Street & State,-87.62466099,41.76910232
2820,10306,95TH STREET,"100,115",95th Street & Cottage Grove,-87.6045466,41.72194374
731,10307,GRAND,65,Grand & Noble,-87.6623424,41.89095853
6985,10308,TORRENCE,71,Torrence & 109th Street,-87.55940178,41.69770078
5898,10309,HALSTED,8,Halsted & 48th Street,-87.64539381,41.80695279
6162,10310,ASHLAND,9,Ashland & 80th Street,-87.66326024,41.7484541
11806,10311,HARLEM,90,Harlem & Cornelia,-87.80686,41.943363
14126,10312,KEDZIE,51,Kedzie Orange Line Station,-87.70445607,41.80486586
14128,10313,KEDZIE,"52A,52",Kedzie Orange Line Station,-87.70426334,41.80486755
3083,10314,KEDZIE,47,Kedzie Orange Line Station,-87.70453888,41.80486481
6901,10315,CERMAK,"21,N60",Cermak & Laramie (Pink Line),-87.75433483,41.85102149
891,10316,NORTH AVENUE,72,North Ave & Washtenaw,-87.69463648,41.91018316
1987,10317,DIVISION,70,Division & Kildare,-87.73379543,41.90248874
154,10318,HARRISON,7,Harrison & Lotus,-87.761654,41.872803
194,10319,HARRISON,7,Harrison & Laflin,-87.664252,41.874122
14708,10320,CHURCH,205,Church & Wesley,-87.69208981,42.04842361
14346,10321,ASBURY,206,Asbury & Hull Terrace,-87.68990553,42.02440292
14284,10322,CENTRAL STREET,"201,206",Central Street & Walnut,-87.704732,42.06422932
9393,10323,87TH STREET,87,87th Street & Laflin,-87.66072652,41.73572814
6968,10324,N.RIVERSIDE SC,21,North Riverside Mall,-87.80931096,41.84806845
559,10325,CHICAGO,66,Chicago & Elizabeth,-87.65956047,41.89612172
15279,10326,MADISON,20,Madison & Laflin,-87.66418871,41.88143358
11938,10327,93RD STREET,"N5,95",93rd Street & Bennett,-87.577974,41.725991
11947,10328,93RD STREET,"N5,95",93rd Street & Marquette Avenue,-87.558256,41.726308
8040,10329,ROOT,43,Root & Wallace,-87.641022,41.818912
9277,10330,BELMONT,77,Belmont & Hoyne,-87.68091927,41.93945473
11452,10331,PETERSON,84,Peterson & Washtenaw,-87.69708291,41.99036459
10163,10332,69TH STREET,67,69th Street & Aberdeen,-87.65188572,41.76866202
12995,10333,59TH STREET,59,59th Street & LaSalle,-87.62917599,41.78721783
5651,10334,IRVING PARK,80,Irving Park & Mozart,-87.69957303,41.95386233
693,10335,GRAND,65,Grand & Kilpatrick,-87.74365725,41.91292677
10805,10336,71ST STREET,71,71st Street & Euclid,-87.578282,41.766032
1351,10337,WEBSTER,"11,74",Webster & Orchard,-87.64620384,41.92180172
15877,10338,63RD STREET,63,63rd Street & Lowe,-87.64046478,41.7797515
16062,10339,115TH STREET,53A,115th Street & Pulaski,-87.71962686,41.68391678
5663,10340,IRVING PARK,80,Irving Park & Paulina,-87.67157251,41.95414882
3393,10341,63RD STREET,63,63rd Street & Homan,-87.70805,41.77882
11468,10342,BRYN MAWR,84,Bryn Mawr Red Line Station,-87.659127,41.983604
7461,10343,35TH STREET,35,35th Street & Artesian,-87.686406,41.830207
12639,10344,CENTRAL STREET,201,Central Street & Girard (Purple Line),-87.68581741,42.06416257
2817,10345,95TH STREET,"N5,95,100,115",95th Street & Indiana,-87.61911156,41.72170329
6315,10346,26TH STREET,60,26th Street & Spaulding,-87.707581,41.844422
7732,10347,PERSHING,"3,39",Pershing & Giles,-87.61925557,41.82375464
4779,10348,FOSTER,92,Foster & Rockwell,-87.69415289,41.97578465
7052,10349,S. SHORE DRIVE,"6,26",S. Shore Drive & Coles,-87.56417635,41.76627335
1638,10350,E HYDE PARK,"2,15",E Hyde Park & Drexel,-87.60354986,41.80223132
9416,10351,87TH STREET,87,87th Street & Eberhart,-87.61221,41.73646872
2730,10352,79TH STREET,79,79th Street & Hamlin,-87.71714202,41.74947777
528,10353,CHICAGO,66,Chicago & Keeler,-87.73103742,41.89518019
17,10354,JACKSON,126,Jackson & Kolmar,-87.73934698,41.87685748
259,10355,ROOSEVELT,12,5300 W. Roosevelt,-87.75705277,41.86564938
3230,8409,63RD STREET,63,63rd Street & Yale,-87.63195438,41.7800024
644,8410,CHICAGO,66,Chicago & Central Park,-87.71620529,41.89554001
942,8411,NORTH AVENUE,72,North Ave & Wood,-87.67246055,41.9106159
10611,8412,55TH STREET,55,55th Street & Western Avenue,-87.68450787,41.79392593
8080,8413,47TH STREET,47,47th Street & Loomis,-87.66009779,41.80872551
4088,8414,ARMITAGE,73,Armitage & Halsted,-87.64836167,41.91823228
2069,8415,DIVISION,70,Division & Rockwell,-87.691689,41.902995
10861,8416,75TH STREET,"N5,75",75th Street & Jeffery,-87.57601854,41.75893474
11669,8417,LEHIGH,85A,Lehigh & Tonty,-87.771728,42.008764
2557,8418,COTTAGE GROVE,"2,4",Cottage Grove & 54th Street,-87.60634,41.796767
7794,8419,PERSHING,39,Pershing & Albany,-87.70183708,41.82269524
820,8420,GRAND,65,4700 W Grand,-87.74326523,41.91292786
3329,8421,65TH STREET,165,65th Street & Linder,-87.7590143,41.77451256
11384,8422,MONTROSE,78,Montrose & Francisco,-87.70075517,41.96130089
3573,8423,GOLF ROAD,"54A,97,205",Golf Road & Lavergne,-87.75129476,42.05545286
9199,8424,51ST STREET,51,51st Street & Peoria,-87.64763056,41.80162878
9689,8425,LAWRENCE,"81W,91",Lawrence & Marmora,-87.7747212,41.96774524
1542,8426,51ST STREET,15,51st Green Line Station,-87.61855914,41.80208265
12173,8427,103RD STREET,103,103rd Street & Wallace,-87.63787494,41.70704488
12192,8428,103RD STREET,103,103rd Street & Bell,-87.67830804,41.70647286
10882,8429,75TH STREET,75,75th Street & Michigan,-87.62139445,41.75837262
2614,8430,79TH STREET,79,79th Street & Paxton,-87.57102219,41.75171933
11824,8431,HARLEM,90,Harlem & Farragut,-87.806954,41.976225
1459,8432,SHEFFIELD,11,Sheffield & Altgeld,-87.653602,41.927102
997,8433,NORTH AVENUE,72,North Ave & Oak Park,-87.79449775,41.90910081
15338,8434,GRAND,65,Grand & Campbell,-87.68951479,41.89156036
11392,8435,MONTROSE,78,Montrose & Lawndale,-87.72036342,41.96110845
7140,8436,47TH STREET,47,1240 E 47th Street,-87.59513116,41.80973676
14137,8437,ARCHER/HALSTED,62,Halsted Orange Line Station,-87.64797702,41.84673995
13083,8438,59TH STREET,59,59th Street & Homan,-87.70807411,41.78623892
3292,8439,63RD STREET,63W,63rd Street & Major,-87.76407533,41.77807481
12592,8440,ADDISON,152,Addison & Kilbourn,-87.73925469,41.94627847
10864,8441,75TH STREET,75,75th Street & Cregier,-87.5810091,41.7588933
4839,8442,FOSTER,92,Foster & Lockwood,-87.76011037,41.97526623
5279,8443,100TH STREET,15,100th Street & Clyde,-87.57176076,41.71349504
3541,8444,OAKTON,97,Oakton & Keeler,-87.73286072,42.02628909
801,8445,GRAND,"65,94",Grand & Albany,-87.70383501,41.89727124
5273,8446,100TH STREET,"J14,15",100th Street & Yates,-87.56497962,41.71357727
3791,8447,LAWRENCE,81,Lawrence & Hoyne,-87.68147434,41.96879634
250,8448,HARRISON,7,5400 W Harrison,-87.75948024,41.87295262
9627,8449,AUSTIN,91,Austin & West End/Randolph,-87.77467462,41.88407586
5076,8450,RACINE,44,Racine & 54th Street,-87.654791,41.795805
15796,8451,NARRAGANSETT,86,Narragansett & Montrose,-87.78670706,41.96051953
12697,8452,DODGE,"93,206",Dodge & Emerson,-87.69876658,42.05199433
13149,8453,RIDGE,"201,206",Ridge & Hull Terrace,-87.68504199,42.02447143
2274,8454,STATE,29,State & 88th Street,-87.62402799,41.73441964
1948,8455,CLARK,22,Clark & Hollywood,-87.66907995,41.98535722
11587,8456,CENTRAL,85,Central & Huron,-87.765244,41.892838
9999,8457,KEDZIE,52A,Kedzie & 78th Street,-87.70234774,41.75156962
11641,8458,CENTRAL,85A,Central & Louise,-87.764811,41.994278
3119,8459,KEDZIE,52,Kedzie & 46th Street,-87.7039531,41.80982386
12903,8460,PULASKI,53A,Pulaski & 96th Street,-87.72116226,41.71870752
15926,8461,63RD STREET,"62H,63W",63rd Street & Archer Terminal,-87.81455419,41.77695843
11742,8462,NARRAGANSETT,86,Narragansett & Cortland,-87.78501583,41.91621148
5981,8463,HALSTED,"8A,108",12100 S Halsted,-87.64163022,41.67400016
3664,8464,HALSTED,8A,Halsted & 92nd Street,-87.643235,41.72685
11519,8465,CENTRAL,"85,85A",Central & Lovejoy,-87.76847222,41.97838804
7787,8466,36TH STREET,35,36th Street & Sacramento,-87.699759,41.828107
12131,8467,103RD STREET,103,103rd Street & Sacramento,-87.69683363,41.70615889
14326,8468,EMERSON,205,Emerson & Hartrey,-87.70338993,42.05205338
999,8469,NORTH AVENUE,72,North Ave & Sayre,-87.80012694,41.9090582
11766,8470,HARLEM,90,Harlem & Ainslie,-87.80719749,41.96908529
14271,8471,RIDGE,201,Ridge & Lake,-87.68863382,42.04429571
8803,8472,DAMEN,48,Damen & 85th Street,-87.67293485,41.73934638
1240,9421,FULLERTON,74,Fullerton & Campbell,-87.68999056,41.92495903
2068,9422,DIVISION,70,Division & Campbell,-87.68929,41.902995
15426,9423,MCFETRIDGE,"130,146",Soldier Field & Field Museum,-87.61451579,41.8651259
10870,9424,75TH STREET,75,75th Street & Kimbark,-87.59311105,41.75877555
12273,9425,106TH STREET,"26,100",2800 E 106th Street,-87.55613199,41.70284888
4100,9426,ARMITAGE,73,Armitage & Wolcott,-87.6750866,41.91787197
631,9427,CHICAGO,66,Chicago & Campbell,-87.68915823,41.89579646
6401,9428,26TH STREET,60,26th Street & St. Louis,-87.71219631,41.84445944
2094,9429,DIVISION,70,Division & Leclaire,-87.7532014,41.90229953
12288,9430,103RD STREET,"34,106",103rd Street & Calumet,-87.6148869,41.70735929
7580,9431,133RD PLACE,34,133rd Place & Corliss,-87.60184656,41.65328025
9359,9432,BELMONT,77,Belmont & Panama,-87.82870735,41.93776736
4540,9433,ARCHER,"62,62H",Archer & Sayre,-87.79635283,41.79215507
211,9434,HARRISON,7,1232 W Harrison,-87.658436,41.87432
7392,9435,SOUTH CHICAGO,30,South Chicago & 79th Street/Stony Island,-87.58636168,41.75220471
7399,9436,SOUTH CHICAGO,30,South Chicago & 74th Street,-87.59774366,41.76039261
10031,9437,KEDZIE,52A,Kedzie & 88th Street,-87.70237509,41.73348518
9874,9438,HIGGINS,88,Higgins & Meade,-87.78073092,41.97390988
2051,9439,DIVISION,70,Division & Cherry,-87.6540509,41.90362896
5772,9440,HALSTED,8,Halsted & Dickens,-87.64867096,41.92007825
5829,9441,HALSTED,8,Halsted & 48th Street,-87.64561713,41.8070745
5774,9442,HALSTED,8,1900 N Halsted,-87.648535,41.916017
1594,9443,MICHIGAN,"1,3,4",1510 S Michigan,-87.624121,41.861798
4288,9444,CALIFORNIA,94,California & 62nd Street,-87.69353668,41.78104866
3620,9445,DODGE,"93,97",Dodge & Mulford,-87.6995842,42.02304138
5238,9446,JEFFERY,15,Jeffery & 97th Street,-87.57536351,41.71871272
9886,9447,NORTHWEST HWY,68,Northwest Hwy & Marmora,-87.77561413,41.97934378
7226,9448,SOUTH CHICAGO,30,South Chicago & 71st Street/Cottage Grove,-87.60506952,41.76537293
818,9449,GRAND,65,Grand & Kilbourn,-87.738444,41.910992
15873,9450,HALSTED,8,Halsted & 63rd Parkway,-87.6449548,41.78186176
9008,9451,PULASKI,53,Pulaski & Altgeld,-87.72691153,41.92623997
12854,9452,PULASKI,53A,Pulaski & 58th Street,-87.723073,41.787835
11122,9453,KIMBALL,"82,92",Kimball & Berwyn,-87.713668,41.977605
14107,9454,JEFFERSON PARK,85A,Jefferson Park Transit Center,-87.76235249,41.97027606
9592,9455,AUSTIN,91,Austin & Berkshire/Potomac,-87.77549268,41.90369129
3709,9456,HALSTED,"8A,108",Halsted & 106th Street,-87.64277,41.701568
11906,9457,CALIFORNIA,93,California & Glenlake,-87.69938,41.992091
9711,9458,NAGLE,86,Nagle & Milwaukee,-87.78741989,41.99650062
4187,9459,CALIFORNIA,94,California & 23rd Street,-87.695314,41.849987
15729,9460,HARLEM,"90,307,318",Harlem & Berkshire,-87.80578542,41.90346329
8860,9461,DAMEN,50,Damen & Ohio,-87.676999,41.892348
2720,9462,CICERO,79,Cicero & 76th Street,-87.74167274,41.7540984
12088,9463,KEDZIE,11,Kedzie & Albion,-87.70939105,42.00102769
4486,9464,LEAVITT,"35,50,62",Leavitt & 35th Street,-87.680229,41.830161
2226,9465,KING DRIVE,3,King Drive & 58th Street,-87.61585296,41.78919883
4566,9466,MEADE,55A,Meade & 63rd Street,-87.7739899,41.77758302
11872,9467,CALIFORNIA,93,California & Morse,-87.699869,42.006726
5184,9468,RACINE,44,Racine & 70th Street,-87.65424516,41.76694118
5199,9469,RACINE,44,Racine & 85th Street,-87.65351406,41.73963043
8585,9470,EAST RIVER RD,81W,East River Rd & Argyle,-87.84662757,41.97020199
